"Bug ID","Type","Summary","Product","Component","Assignee","Status","Resolution","Updated","Alias","Blocks","Classification","Depends on","Flags","Hardware","Keywords","Last Visit","Number of Comments","Opened","OS","Priority","Reporter","Reporter Real Name","Severity","Summary","Version","Votes","Whiteboard"
122872,"defect","mach-o bustage in nsNativeThemeMac.cpp","Core","Layout","darin.moz","CLOSED","FIXED","2002-02-01 12:12:31",,,"Components",,,"PowerPC",,,6,"2002-01-31 15:45:20","macOS","P3","darin.moz","Darin Fisher","normal","mach-o bustage in nsNativeThemeMac.cpp","Trunk",0,
25910,"defect","[talkback] random but high hit crash in cache code?","Core","Networking: Cache","davidm","CLOSED","FIXED","2000-03-01 16:00:33",,,"Components",,,"x86","crash",,18,"2000-01-31 11:41:04","Windows 95","P3","chofmann","chris hofmann","critical","[talkback] random but high hit crash in cache code?","Trunk",0,"[PDT+] Must fix 02/25 Have purposed fix ready to check in."
34337,"defect","Attempt to access any url causes crash in nkcache.dll","Core","Networking: Cache","davidm","CLOSED","WORKSFORME","2000-05-12 14:30:02",,,"Components",,,"x86","crash",,11,"2000-04-03 13:19:11","Windows 98","P3","jay","jay garcia","normal","Attempt to access any url causes crash in nkcache.dll","Trunk",0,
13302,"defect","Strange Imagemap Behavior","Core","Graphics: ImageLib","don","CLOSED","WORKSFORME","1999-10-19 18:33:03",,,"Components",,,"x86",,,5,"1999-09-07 21:59:44","Windows 98","P3","pkw",,"normal","Strange Imagemap Behavior","Trunk",0,
15200,"defect","[BLOCKER] file url with no network access doesn't load","Core","Networking","doug.turner","CLOSED","WONTFIX","2000-01-21 12:18:51",,,"Components","7428, 22047",,"x86",,,12,"1999-09-29 14:07:58","Windows NT","P3","karnaze","karnaze (gone)","normal","[BLOCKER] file url with no network access doesn't load","Trunk",0,
26000,"defect","reproducible crash, build id 200013114, NSGetModule() loop?","Core","XPCOM","dp","CLOSED","FIXED","2008-10-22 00:57:55",,,"Components",,,"x86","crash, memory-leak",,18,"2000-01-31 21:16:11","Linux","P3","jimsantelmo","Jim Bray","critical","reproducible crash, build id 200013114, NSGetModule() loop?","Trunk",0,
42635,"defect","nsToolboxFrame::HandleEvent hides inherited methods","Core","Layout","dr","CLOSED","FIXED","2000-12-15 18:37:58",,,"Components",,,"PowerPC",,,9,"2000-06-15 06:50:24","Mac System 8.5","P3","brade","Kathleen :Brade","normal","nsToolboxFrame::HandleEvent hides inherited methods","Trunk",0,"[nsbeta3+]"
16679,"defect","nsCookieService::GetCookieString returns NS_OK in all cases","Core","Networking: Cookies","edburns","CLOSED","FIXED","2000-04-03 18:32:02",,15606,"Components",,,"All",,,6,"1999-10-18 10:48:45","All","P3","edburns",,"major","nsCookieService::GetCookieString returns NS_OK in all cases","Trunk",0,
9565,"defect","[PP]Win: menus don't work for multilingual entries","Core","Internationalization","erik","CLOSED","INVALID","2005-03-17 13:34:04",,,"Components",,,"x86",,,3,"1999-07-09 16:41:11","Windows 95","P3","bobj",,"normal","[PP]Win: menus don't work for multilingual entries","Trunk",0,
19278,"defect","default-selected buttons don't work with return key","Core","Internationalization: Localization","fergus","CLOSED","INVALID","2000-09-08 14:26:31",,,"Components",,,"PowerPC",,,3,"1999-11-18 14:41:35","Mac System 8.6","P3","blee",,"normal","default-selected buttons don't work with return key","Trunk",0,
12640,"defect","[PP]M9 apprunner and viewer.app crash system when started","Core","Internationalization","ftang","CLOSED","INVALID","2024-03-18 11:28:35",,,"Components",,,"PowerPC",,,14,"1999-08-27 10:26:06","Mac System 8.6","P3","warp-bugzilla","Markus Peter","blocker","[PP]M9 apprunner and viewer.app crash system when started","Trunk",0,"[Perf]"
14152,"defect","[dogfood] [PP] text input via Input Method disabled in location field","Core","Internationalization","ftang","CLOSED","WORKSFORME","2002-07-28 08:40:52",,16127,"Components",,,"PowerPC",,,4,"1999-09-17 09:56:12","Mac System 8.6","P3","blee",,"normal","[dogfood] [PP] text input via Input Method disabled in location field","Trunk",0,"[PDT+]"
16637,"defect","Communicator French version","Core","Internationalization","ftang","CLOSED","INVALID","1999-11-11 14:32:59",,,"Components",,,"x86",,,3,"1999-10-17 13:50:53","Windows NT","P3","gaston.latex",,"normal","Communicator French version","Trunk",0,
16682,"defect","[PP] Error in page loading","Core","Internationalization","ftang","CLOSED","FIXED","2024-04-15 01:23:00",,,"Components",,,"x86",,,8,"1999-10-18 11:09:16","Windows NT","P3","blee",,"normal","[PP] Error in page loading","Trunk",0,
19279,"defect","Roman text in Choose a Folder window shows up in garbage","Core","Internationalization","ftang","CLOSED","INVALID","2000-06-27 16:20:41",,,"Components",,,"PowerPC",,,15,"1999-11-18 14:41:45","Mac System 8.6","P3","blee",,"normal","Roman text in Choose a Folder window shows up in garbage","Trunk",0,
10448,"defect","page jumps","Core","Networking","gagan","CLOSED","WORKSFORME","2024-03-18 10:57:11",,,"Components",,,"x86",,,8,"1999-07-24 08:48:48","Windows 98","P3","comrade770",,"major","page jumps","Trunk",0,
16535,"defect","blank bug","Core","Networking: Cache","gagan","CLOSED","INVALID","2003-01-16 14:50:33",,,"Components",,,"Sun",,,2,"1999-10-15 11:37:19","Solaris","P3","martinez","Emilio Martinez","normal","blank bug","Trunk",0,
18666,"defect","no stopping of current page when a link is clicked","Core","Networking","gagan","CLOSED","DUPLICATE","2000-01-11 19:10:41",,,"Components",8886,,"x86",,,8,"1999-11-12 09:17:57","Windows NT","P3","jerome.hettich","Jerome Hettich","normal","no stopping of current page when a link is clicked","Trunk",0,
21520,"defect","unexpected 404 error","Core","Networking","gagan","CLOSED","WORKSFORME","2012-11-06 05:08:19",,,"Components",,,"x86",,,9,"1999-12-11 20:30:38","Linux","P3","sarnold",,"normal","unexpected 404 error","Trunk",0,
25659,"defect","Error loading the root page of slashdot.","Core","Networking","gagan","CLOSED","WORKSFORME","2000-02-10 07:01:00",,,"Components",,,"x86",,,3,"2000-01-29 08:14:55","Linux","P3","martinja","Joseph A. Martin","major","Error loading the root page of slashdot.","Trunk",0,
26686,"defect","crash in nsHTTPRequest::~nsHTTPRequest()","Core","Networking","gagan","CLOSED","DUPLICATE","2000-02-29 16:46:56",,,"Components",,,"x86",,,14,"2000-02-05 07:30:15","Linux","P3","patrick",,"blocker","crash in nsHTTPRequest::~nsHTTPRequest()","Trunk",0,"[PDT+] ETA 02/22/00"
35574,"defect","something wrong in state machine","Core","Networking","gagan","CLOSED","WORKSFORME","2000-06-08 08:41:23",,,"Components",,,"x86",,,5,"2000-04-12 02:00:49","Windows NT","P3","super",,"normal","something wrong in state machine","Trunk",0,
36059,"defect","Memory bloat when downloading large files","Core","Networking","gagan","CLOSED","DUPLICATE","2000-04-17 16:20:54",,,"Components",,,"x86",,,4,"2000-04-17 10:21:38","Windows 98","P3","jnewlin",,"major","Memory bloat when downloading large files","Trunk",0,
56721,"defect","unable to browse with proxy-settings","Core","Networking","gagan","CLOSED","INVALID","2000-11-19 16:37:09",,,"Components",,,"x86",,,5,"2000-10-15 05:53:35","Linux","P3","David.Claessens","David Claessens","critical","unable to browse with proxy-settings","Trunk",0,
16934,"defect","[Strict DTD]line breaks within tags not counted towards JS errors","Core","DOM: HTML Parser","harishd","CLOSED","INVALID","2002-02-15 17:35:09",,,"Components",,,"x86","relnote",,19,"1999-10-20 17:37:51","Linux","P3","dbaron","David Baron :dbaron: (⌚️UTC-4, no longer working on Mozilla)","blocker","[Strict DTD]line breaks within tags not counted towards JS errors","Trunk",0,"[nsbeta3-] relnote-devel"
46167,"defect","Page displayed incorectly (and displayed a second time when you scroll down)","Core","Layout","harishd","CLOSED","WORKSFORME","2001-09-05 10:44:51",,,"Components",,,"x86",,,13,"2000-07-22 06:42:17","All","P3","pg133","pg","normal","Page displayed incorectly (and displayed a second time when you scroll down)","Trunk",0,
9877,"defect","Related Links titles get displayed over scroll bar arrows","Core","XUL","hyatt","CLOSED","FIXED","2000-09-08 14:28:11",,,"Components",,,"All",,,14,"1999-07-14 13:36:35","Windows NT","P3","blee",,"minor","Related Links titles get displayed over scroll bar arrows","Trunk",0,
28824,"defect","automated security audit of the code","Core","Security","jat","CLOSED","FIXED","2000-07-12 10:50:08",,,"Components",,,"All",,,7,"2000-02-22 09:50:50","All","P3","dmosedale","Dan Mosedale (:dmosedale, :dmose)","normal","automated security audit of the code","Trunk",0,
7872,"defect","setter method for string attributes not getting set to const","Core","XPConnect","jband_mozilla","CLOSED","DUPLICATE","1999-09-07 09:29:16",,,"Components",,,"All",,,3,"1999-06-09 16:04:21","Windows NT","P3","mscott","Scott MacGregor","normal","setter method for string attributes not getting set to const","Trunk",0,
24599,"defect","CJK titles/links on Sidebar Related Links displayed garbage","Core","Internationalization","jbetak","CLOSED","FIXED","2024-04-15 02:07:27",,,"Components",24933,,"x86",,,7,"2000-01-20 17:01:36","Windows NT","P3","blee",,"normal","CJK titles/links on Sidebar Related Links displayed garbage","Trunk",0,
5860,"defect","[4.xP] GIF does not serve as link","Core","DOM: HTML Parser","joki","CLOSED","FIXED","1999-06-14 20:45:23",,,"Components",,,"x86",,,3,"1999-05-03 00:27:58","Windows 98","P3","Crysgem","Crysgem","normal","[4.xP] GIF does not serve as link","Trunk",0,
20025,"defect","Change mouse pointer on horizontal scrollbar","Core","DOM: UI Events & Focus Handling","joki","CLOSED","WORKSFORME","2019-03-13 06:46:04",,,"Components",,,"x86",,,5,"1999-11-24 02:35:00","Linux","P3","skliaroukp",,"normal","Change mouse pointer on horizontal scrollbar","Trunk",0,"WORKSFORME or [PP]? xul seems ok and W98 seems ok"
34266,"defect","right-click fails to bring up menu, then crashes browser","Core","DOM: UI Events & Focus Handling","joki","CLOSED","DUPLICATE","2019-03-13 06:46:04",,,"Components",,,"x86","crash",,5,"2000-04-02 18:29:30","Linux","P3","mdxi","shawn boyette","normal","right-click fails to bring up menu, then crashes browser","Trunk",0,
55469,"defect","mailto: isn't work on <form action=""mailto:xxx@xxxx.com""...","Core","DOM: Core & HTML","joki","CLOSED","DUPLICATE","2019-03-13 06:45:08",,,"Components",,,"All",,,12,"2000-10-06 01:19:29","All","P3","tato",,"normal","mailto: isn't work on <form action=""mailto:xxx@xxxx.com""...","Trunk",0,
50237,"defect","test bug","Core","XUL","jrgmorrison","CLOSED","INVALID","2001-04-25 14:26:36",,,"Components",,,"x86",,,20,"2000-08-24 15:48:14","All","P3","jrgmorrison","John Morrison","normal","test bug","Trunk",0,
41546,"defect","text property of HTMLScriptElement is empty","Core","DOM: Core & HTML","jstenback+bmo","CLOSED","DUPLICATE","2019-03-13 06:42:05",,,"Components",,,"x86",,,4,"2000-06-05 07:28:52","Windows 98","P3","martin.honnen","Martin Honnen","normal","text property of HTMLScriptElement is empty","Trunk",0,
45758,"defect","Accessing HTMLOptionElement.selected property unaccessible if Select is hidden","Core","DOM: Core & HTML","jstenback+bmo","CLOSED","DUPLICATE","2019-03-13 06:42:05",,,"Components",,,"x86",,,3,"2000-07-18 10:34:03","Windows NT","P3","kburke","Kahli Burke","major","Accessing HTMLOptionElement.selected property unaccessible if Select is hidden","Trunk",0,
52769,"defect","Unable to access secure IIS web site","Core","DOM: Core & HTML","jstenback+bmo","CLOSED","INVALID","2000-09-15 03:19:17",,,"Components",,,"x86",,,3,"2000-09-15 02:47:07","Windows NT","P3","conorlennon","Conor Lennon","normal","Unable to access secure IIS web site","Trunk",0,
18434,"defect","[Dogfood]Need to implement nsHTTPChannel::OpenInputStream","Core","Networking","jud","CLOSED","FIXED","2000-01-18 11:47:50",,"12579, 18725","Components",,,"All",,,20,"1999-11-10 01:28:29","Other","P3","warrensomebody","Warren Harris","normal","[Dogfood]Need to implement nsHTTPChannel::OpenInputStream","Trunk",0,"[PDT+] 12/3"
21775,"defect","nsMultiMixedConverter needs to add nsIStreamObserver to it's QI method","Core","Networking","jud","CLOSED","FIXED","2000-04-25 19:31:56",,,"Components",,,"x86",,,2,"1999-12-14 18:53:37","Windows NT","P3","jud","Judson Valeski","normal","nsMultiMixedConverter needs to add nsIStreamObserver to it's QI method","Trunk",0,
27923,"defect","home.netscape.com -> home<n>.netscape.com hack","Core","Networking","jud","CLOSED","INVALID","2000-03-01 16:52:37",,,"Components",,,"All",,,8,"2000-02-15 17:16:18","Other","P3","warrensomebody","Warren Harris","critical","home.netscape.com -> home<n>.netscape.com hack","Trunk",0,"[PDT+]"
45907,"defect","Is DBM needed if the DiskCache is not used?","Core","Networking: Cache","jud","CLOSED","FIXED","2000-09-08 19:18:41",,,"Components",47405,,"x86","embed, memory-footprint",,12,"2000-07-19 15:31:29","Windows NT","P3","rpotts","rpotts (gone)","normal","Is DBM needed if the DiskCache is not used?","Trunk",0,"[nsbeta3+]"
47881,"defect","triple static link of dbm code.","Core","Networking: Cache","jud","CLOSED","FIXED","2000-09-08 14:08:44",,,"Components",,,"x86","embed, memory-footprint",,7,"2000-08-07 10:32:42","Linux","P3","jud","Judson Valeski","normal","triple static link of dbm code.","Trunk",0,"nsbeta3+"
5123,"defect","frame shifted to the left","Core","Layout: Images, Video, and HTML Frames","karnaze","CLOSED","WORKSFORME","2018-08-29 15:22:03",,68946,"Components",,,"x86",,,3,"1999-04-15 10:38:48","Windows NT","P3","patrick",,"normal","frame shifted to the left","Trunk",0,
6050,"defect","Tables resize on mouse over","Core","Layout: Tables","karnaze","CLOSED","WORKSFORME","1999-05-24 14:25:26",,,"Components",,,"x86",,,7,"1999-05-06 14:39:39","All","P3","gelderen","gelderen","normal","Tables resize on mouse over","Trunk",0,
6234,"defect","image positioned unprecisely","Core","Layout: Images, Video, and HTML Frames","karnaze","CLOSED","WORKSFORME","2018-08-29 15:22:03",,,"Components",,,"x86",,,6,"1999-05-11 05:34:13","Windows NT","P3","patrick",,"trivial","image positioned unprecisely","Trunk",0,"Reporter will verify"
9015,"defect","lots of asserts when laying out table with <label>s","Core","Layout","karnaze","CLOSED","WORKSFORME","1999-07-30 10:13:10",,,"Components",,,"PowerPC",,,6,"1999-06-29 10:56:12","Mac System 8.5","P3","brade","Kathleen :Brade","blocker","lots of asserts when laying out table with <label>s","Trunk",0,
21042,"defect","The table displaying the main page does not render correctly","Core","Layout: Tables","karnaze","CLOSED","DUPLICATE","1999-12-10 18:03:23",,,"Components",,,"x86",,,4,"1999-12-07 11:16:06","Windows NT","P3","pjean","Patrick Jean","critical","The table displaying the main page does not render correctly","Trunk",0,
21047,"defect","middle colum of 3 column table doesn't render","Core","Layout: Tables","karnaze","CLOSED","WORKSFORME","1999-12-10 18:00:26",,,"Components",,,"x86",,,5,"1999-12-07 11:29:17","Windows NT","P3","pjean","Patrick Jean","normal","middle colum of 3 column table doesn't render","Trunk",0,
25997,"defect","Read of NULL pointer in ConstructTableCaptionFrame","Core","Layout: Tables","karnaze","CLOSED","WORKSFORME","2000-03-08 19:59:07",,,"Components",,,"All",,,6,"2000-01-31 20:55:39","Linux","P3","watson",,"normal","Read of NULL pointer in ConstructTableCaptionFrame","Trunk",0,"2/25: Requested verification by reporter"
26348,"defect","Complex single pixel tables do not render correctly","Core","Layout: Tables","karnaze","CLOSED","WORKSFORME","2002-06-25 00:10:36",,,"Components",,,"x86",,,6,"2000-02-02 21:12:02","Windows 98","P3","vimages","Jim Race","normal","Complex single pixel tables do not render correctly","Trunk",0,
30309,"defect","Form button rendered on other columns in table.","Core","Layout: Tables","karnaze","CLOSED","WORKSFORME","2008-10-22 00:58:08",,,"Components",,,"x86",,,5,"2000-03-03 13:06:00","Linux","P3","dbindner",,"normal","Form button rendered on other columns in table.","Trunk",0,
34914,"defect","COLSPAN=""2"" being ignored","Core","Layout: Tables","karnaze","CLOSED","WORKSFORME","2000-10-25 00:58:55",,,"Components",,,"x86",,,6,"2000-04-06 15:38:41","Windows 98","P3","jasonb","Jason Baker","normal","COLSPAN=""2"" being ignored","Trunk",0,
43265,"defect","table width=100% interpreted as 100% of page content, not window size; also causes form weirdness","Core","Layout: Tables","karnaze","CLOSED","WORKSFORME","2000-07-09 14:05:10",,,"Components",,,"PowerPC",,,4,"2000-06-20 22:14:33","All","P3","greg",,"normal","table width=100% interpreted as 100% of page content, not window size; also causes form weirdness","Trunk",0,
57447,"defect","align=""left"" on table effects <br> between two tables","Core","Layout: Tables","karnaze","CLOSED","INVALID","2000-10-23 15:38:20",,,"Components",,,"All",,,6,"2000-10-20 12:17:28","All","P3","christinehoff4","Christine Hoffman","normal","align=""left"" on table effects <br> between two tables","Trunk",0,
16661,"defect","forms reset on resize","Core","Layout: Form Controls","kmcclusk","CLOSED","WORKSFORME","1999-10-19 09:14:41",,,"Components",,,"x86",,,6,"1999-10-18 06:14:59","Windows 98","P3","Coen","Coen van der Poll","normal","forms reset on resize","Trunk",0,
21044,"defect","regaistration process fails.","Core","DOM: Core & HTML","kmcclusk","CLOSED","WORKSFORME","2019-03-13 06:45:08",,,"Components",,,"x86",,,4,"1999-12-07 11:23:24","Windows NT","P3","pjean","Patrick Jean","critical","regaistration process fails.","Trunk",0,
44179,"defect","Changing preferences, restarting mozilla causes refreshing problems","Core","Web Painting","kmcclusk","CLOSED","WONTFIX","2018-08-29 15:24:07",,,"Components",,,"x86",,,14,"2000-06-28 18:56:12","Linux","P3","spstarr","Shawn Starr","major","Changing preferences, restarting mozilla causes refreshing problems","Trunk",0,
38827,"defect","startDownload string not localizable","Core","Internationalization: Localization","law","CLOSED","FIXED","2000-07-25 09:35:45",,12394,"Components",,,"All",,,14,"2000-05-10 12:57:01","Windows NT","P3","amasri","Allan Masri","normal","startDownload string not localizable","Trunk",0,"[nsbeta2+]"
10360,"defect","testing, ignore","Core","XPCOM","mang","CLOSED","FIXED","2017-02-03 12:03:24",,,"Components",,,"Other",,,1,"1999-07-22 16:43:27","Other","P3","mang","Michael Ang","normal","testing, ignore","Trunk",0,
5234,"defect","Error in Makefile  widget/src/xpwidgets","Core","Layout: Form Controls","mcafee","CLOSED","FIXED","1999-06-21 17:47:01",,,"Components",,,"x86",,,7,"1999-04-17 03:46:12","Linux","P3","andreas.otte","Andreas Otte","normal","Error in Makefile  widget/src/xpwidgets","Trunk",0,
23922,"enhancement","Javascript errors when trying to load content page","Core","JavaScript Engine","mike+mozilla","CLOSED","INVALID","2002-01-18 00:39:55",,,"Components",,,"x86",,,3,"2000-01-13 18:26:22","Linux","P3","spstarr","Shawn Starr","normal","Javascript errors when trying to load content page","Trunk",0,
46524,"defect","Menus show up on wrong monitor in W2K dualmonitor setup","Core","XUL","mikepinkerton","CLOSED","WORKSFORME","2008-07-31 02:54:52",,,"Components",,,"x86",,,7,"2000-07-26 11:09:28","Windows 2000","P3","a.schild","André Schild","minor","Menus show up on wrong monitor in W2K dualmonitor setup","Trunk",0,
16405,"defect","hiliting text in Location or other text boxes erratic","Core","DOM: Selection","mjudge","CLOSED","WORKSFORME","1999-12-10 15:30:58",,,"Components",,,"x86",,,15,"1999-10-14 08:24:12","Windows 98","P3","wd","WD","normal","hiliting text in Location or other text boxes erratic","Trunk",0,
22140,"defect","crash on page (not reproducable)","Core","Networking: Cookies","morse","CLOSED","FIXED","2000-03-07 17:55:32",,,"Components",,,"x86",,,7,"1999-12-18 19:47:16","Linux","P3","dbaron","David Baron :dbaron: (⌚️UTC-4, no longer working on Mozilla)","critical","crash on page (not reproducable)","Trunk",0,
42229,"defect","Cannot set user cookie","Core","Networking: Cookies","morse","CLOSED","WORKSFORME","2000-06-14 14:27:11",,,"Components",,,"x86",,,5,"2000-06-12 11:34:38","Windows NT","P3","mwitbrock","Michael Witbrock","major","Cannot set user cookie","Trunk",0,
25118,"defect","multiple new lines added within the body on edit and save","Core","DOM: Editor","mozeditor","CLOSED","INVALID","2001-09-12 00:43:03",,,"Components",,,"x86",,,2,"2000-01-26 13:57:21","Windows 95","P3","rubydoo123",,"normal","multiple new lines added within the body on edit and save","Trunk",0,
25119,"defect","multiple new lines added within the body on edit and save","Core","DOM: Editor","mozeditor","CLOSED","INVALID","2024-04-15 02:11:22",,,"Components",,,"x86",,,3,"2000-01-26 14:00:42","Windows 95","P3","rubydoo123",,"normal","multiple new lines added within the body on edit and save","Trunk",0,
53381,"defect","Italics are measured and rendered incorrectly","Core","Layout","mozilla","CLOSED","FIXED","2000-10-09 20:13:52",,,"Components",,,"x86",,,8,"2000-09-20 11:18:06","OS/2","P3","barrymarshall","Barry Marshall","normal","Italics are measured and rendered incorrectly","Trunk",0,
53384,"defect","Using Back button with Warpzilla displays really messed up rendering","Core","Layout","mozilla","CLOSED","WORKSFORME","2000-10-23 13:29:02",,,"Components",,,"x86",,,7,"2000-09-20 11:28:13","OS/2","P3","barrymarshall","Barry Marshall","normal","Using Back button with Warpzilla displays really messed up rendering","Trunk",0,
14928,"defect","[DOGFOOD] [PORKJOCKEY]URL Dispatching Part II","Core","Networking","mscott","CLOSED","FIXED","2000-02-03 18:24:44",,"2652, 5247, 7406, 9897, 10892, 11281, 12580, 15162, 16654, 16950, 20072","Components","18412, 18413, 18414, 18415, 18416, 18417, 18418",,"All",,,20,"1999-09-25 18:16:32","Windows NT","P3","mscott","Scott MacGregor","blocker","[DOGFOOD] [PORKJOCKEY]URL Dispatching Part II","Trunk",0,"[PDT-]"
19432,"defect","remove STREAM_CONVERTER_HACK from file channel","Core","Networking","mscott","CLOSED","FIXED","2000-02-03 19:29:27",,,"Components",,,"All",,,6,"1999-11-19 19:14:39","Other","P3","warrensomebody","Warren Harris","normal","remove STREAM_CONVERTER_HACK from file channel","Trunk",0,
61563,"defect","Webpage does not get displayed in the language of highest priority","Core","Internationalization","nhottanscp","CLOSED","WORKSFORME","2001-01-22 20:53:33",,,"Components",,,"x86",,,10,"2000-11-29 22:58:04","Windows 95","P3","jdipu","Dipu Joseph","normal","Webpage does not get displayed in the language of highest priority","Trunk",0,
13221,"defect","Comments starting with dashes are not handled properly","Core","XML","nisheeth_mozilla","CLOSED","INVALID","2024-03-18 11:33:06",,,"Components",,,"x86",,,7,"1999-09-06 21:59:47","Windows 95","P3","rbs",,"normal","Comments starting with dashes are not handled properly","Trunk",0,
32613,"defect","Crashes when loading the above URL","Core","Layout","nisheeth_mozilla","CLOSED","WORKSFORME","2009-02-10 01:35:57",,,"Components",,"in-testsuite+","x86","crash, testcase",,10,"2000-03-20 22:51:42","Linux","P3","pkw",,"critical","Crashes when loading the above URL","Trunk",0,
11458,"defect","compiler warning","Core","DOM: Core & HTML","norrisboyd","CLOSED","FIXED","2017-02-03 12:18:43",,12633,"Components",,,"All",,,7,"1999-08-09 07:58:48","Mac System 8.5","P3","brade","Kathleen :Brade","normal","compiler warning","Trunk",0,
2686,"defect","[PP]1/26: Bigger font displayed for links in top banner and page footer","Core","CSS Parsing and Computation","peterl-retired","CLOSED","INVALID","1999-04-21 11:23:31",,,"Components",,,"All",,,8,"1999-01-26 18:32:53","Windows NT","P3","gerardok",,"normal","[PP]1/26: Bigger font displayed for links in top banner and page footer","Trunk",0,
7463,"defect","input text, input password & textarea have different hilite","Core","Layout: Form Controls","pierre","CLOSED","DUPLICATE","1999-06-21 17:46:05",,,"Components",,,"PowerPC",,,7,"1999-06-02 09:16:55","Mac System 8.5","P3","brade","Kathleen :Brade","normal","input text, input password & textarea have different hilite","Trunk",0,
21516,"defect","Border is not showing up correctly.","Core","CSS Parsing and Computation","pierre","CLOSED","WORKSFORME","1999-12-17 17:13:41",,,"Components",,,"x86",,,4,"1999-12-11 16:19:58","Windows NT","P3","kerz","Jason Kersey","normal","Border is not showing up correctly.","Trunk",0,
23149,"defect","{css1} a:visited doesn't work","Core","CSS Parsing and Computation","pierre","CLOSED","INVALID","2000-01-13 15:59:41",,,"Components",,,"All","css1",,7,"2000-01-05 12:10:41","All","P3","christinehoff4","Christine Hoffman","normal","{css1} a:visited doesn't work","Trunk",0,
26297,"defect","Use of NS_OpenURI(nsIInputStream*,...) creates blocking stream.","Core","CSS Parsing and Computation","pierre","CLOSED","WONTFIX","2000-07-06 11:20:53",,,"Components",,,"x86",,,12,"2000-02-02 14:19:32","Windows NT","P3","jud","Judson Valeski","normal","Use of NS_OpenURI(nsIInputStream*,...) creates blocking stream.","Trunk",0,
47190,"defect",":first-child does not work","Core","CSS Parsing and Computation","pierre","CLOSED","DUPLICATE","2000-08-01 12:50:29",,,"Components",,,"Other",,,3,"2000-08-01 10:23:00","Other","P3","jms","Jens","normal",":first-child does not work","Trunk",0,
5124,"defect","transparent GIF is not transparent","Core","Graphics: ImageLib","pnunn","CLOSED","DUPLICATE","1999-04-16 03:03:22",,,"Components",,,"x86",,,2,"1999-04-15 10:41:35","Windows NT","P3","patrick",,"normal","transparent GIF is not transparent","Trunk",0,
10351,"defect","looping GIF displays filename without ending after one loop","Core","Graphics: ImageLib","pnunn","CLOSED","WORKSFORME","2017-02-03 12:03:14",,,"Components",,,"x86",,,4,"1999-07-22 16:02:21","Windows NT","P3","patrick",,"trivial","looping GIF displays filename without ending after one loop","Trunk",0,
11019,"defect","PNG images no longer display; GIFs and JPEGs extremely slow","Core","Graphics: ImageLib","pnunn","CLOSED","WORKSFORME","1999-09-11 18:06:37",,,"Components",,,"x86",,,9,"1999-07-31 18:19:57","Linux","P3","newt","Greg Roelofs","normal","PNG images no longer display; GIFs and JPEGs extremely slow","Trunk",0,
12410,"defect","Assert/abort on this URL","Core","Graphics: ImageLib","pnunn","CLOSED","FIXED","1999-08-27 10:09:49",,,"Components",,,"x86",,,3,"1999-08-24 14:05:42","Windows NT","P3","phil","Phil Peterson","major","Assert/abort on this URL","Trunk",0,
12855,"defect","wrong libjpeg-version","Core","Graphics: ImageLib","pnunn","CLOSED","INVALID","2024-03-18 10:46:46",,,"Components",,,"x86",,,11,"1999-08-31 05:41:08","Linux","P3","rb","Richard Brunner","normal","wrong libjpeg-version","Trunk",0,
50012,"defect","Browser is crashing while loading big images( > 5MB)","Core","Graphics: ImageLib","pnunn","CLOSED","FIXED","2000-08-28 01:12:54",,,"Components",,,"Sun",,,9,"2000-08-23 12:22:18","Solaris","P3","srinivasa.yarlagadda","srinivasa yarlagadda","normal","Browser is crashing while loading big images( > 5MB)","Trunk",0,
56554,"defect","Image files served up by IBM HTTP Server for AS/400 are not displayed","Core","Layout","pnunn","CLOSED","DUPLICATE","2001-09-05 10:37:39",,,"Components",,,"x86",,,15,"2000-10-13 16:11:16","Windows 2000","P3","westaj","Aaron West","major","Image files served up by IBM HTTP Server for AS/400 are not displayed","Trunk",0,
4273,"defect","OnChange is not being fired in Select lists","Core","DOM: UI Events & Focus Handling","pollmann","CLOSED","DUPLICATE","2019-03-13 06:46:04",,,"Components",,,"All",,,5,"1999-03-25 14:44:23","Windows NT","P3","gerardok",,"normal","OnChange is not being fired in Select lists","Trunk",0,
5231,"defect","onchange() event firing incorrectly for Select elements","Core","DOM: Core & HTML","pollmann","CLOSED","DUPLICATE","1999-04-29 16:09:13",,,"Components",,,"x86",,,4,"1999-04-16 23:42:14","Windows 98","P3","zaw","Zaw Oo","normal","onchange() event firing incorrectly for Select elements","Trunk",0,
18967,"defect","Form won't post correctly: unrecognized content-type","Core","DOM: Core & HTML","pollmann","CLOSED","DUPLICATE","2019-03-13 06:45:08",,,"Components",,,"x86",,,5,"1999-11-16 09:04:36","Windows NT","P3","jhreingold","Jersey Reingold","normal","Form won't post correctly: unrecognized content-type","Trunk",0,
27584,"defect","Back button misbehavior in pages with login scripts","Core","DOM: Navigation","radha","CLOSED","WORKSFORME","2008-07-31 02:32:31",,,"Components",,,"x86","helpwanted",,7,"2000-02-13 06:33:39","Windows NT","P3","eof",,"normal","Back button misbehavior in pages with login scripts","Trunk",0,"I need a testcase"
16234,"defect","mozilla freezes","Core","DOM: HTML Parser","rickg","CLOSED","WORKSFORME","1999-11-24 15:03:03",,,"Components",,,"x86",,,6,"1999-10-12 16:22:09","Windows NT","P3","greg",,"normal","mozilla freezes","Trunk",0,
